,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,year
468,Micromax Infinity N12,Micromax,Infinity N12,4000,6.19,Yes,720,1500,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,6299,150.00 ,
469,Coolpad Note 8,Coolpad,Note 8,4000,5.99,Yes,1080,2160,8,4000,64,16,8,Android,Yes,Yes,No,1,No,No,7433,150.00 ,
470,Samsung Galaxy J6+,Samsung,Galaxy J6+,3300,6,Yes,720,1480,4,4000,64,13,8,Android,Yes,Yes,Yes,1,No,No,11999,200.00 ,
471,Samsung Galaxy J4+,Samsung,Galaxy J4+,3300,6,Yes,720,1480,4,2000,32,13,5,Android,Yes,Yes,Yes,1,No,No,9499,170.00 ,
472,Samsung Galaxy J2 Core,Samsung,Galaxy J2 Core,2600,5,Yes,540,960,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6190,100.00 ,
473,10.or D2,10.or,D2,3200,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,100.00 ,
474,Coolpad Mega 5A,Coolpad,Mega 5A,2500,5.47,Yes,720,1440,4,2000,16,8,5,Android,Yes,Yes,No,1,No,No,3900,90.00 ,
475,Infinix Smart 2,Infinix,Smart 2,3050,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,3999,100.00 ,
476,Infinix Hot 6 Pro,Infinix,Hot 6 Pro,4000,5.99,Yes,720,1440,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,120.00 ,
477,iVoomi i2 Lite,iVoomi,i2 Lite,4000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4999,100.00 ,
478,Honor 7S,Honor,7S,3020,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,1,No,No,5999,110.00 ,
479,Coolpad Note 6,Coolpad,Note 6,4070,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999,130.00 ,
480,Panasonic Eluga Ray 550,Panasonic,Eluga Ray 550,3250,5.7,Yes,720,1440,4,3000,16,13,8,Android,Yes,Yes,No,2,Yes,Yes,5709,140.00 ,
481,Nokia 1,Nokia,1,2150,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4672,90.00 ,
482,Tecno Camon i,Tecno,Camon i,3050,5.65,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,5930,150.00 ,
483,iVoomi i1,iVoomi,i1,3000,5.45,Yes,640,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4240,100.00 ,
484,Samsung Galaxy On7 Prime,Samsung,Galaxy On7 Prime,3300,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,10990,200.00 ,
485,Intex Aqua Lions X1+,Intex,Aqua Lions X1+,2800,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4199,110.00 ,
486,Kult Gladiator,Kult,Gladiator,4000,5.5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6899,120.00 ,
487,InFocus Turbo 5 Plus,InFocus,Turbo 5 Plus,4850,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5350,150.00 ,
488,Nuu Mobile M3,Nuu Mobile,M3,3200,5.5,Yes,720,1280,4,3000,32,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4229,130.00 ,
489,Micromax Canvas Infinity,Micromax,Canvas Infinity,2900,5.7,Yes,720,1440,4,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,4991,160.00 ,
490,Lyf C451,Lyf,C451,2800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3499,80.00 ,
491,Panasonic Eluga A3 Pro,Panasonic,Eluga A3 Pro,4000,5.2,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9000,180.00 ,
492,Karbonn K9 Kavach 4G,Karbonn,K9 Kavach 4G,2300,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3399,100.00 ,
493,Ziox Astra Titan 4G,Ziox,Astra Titan 4G,3000,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,90.00 ,
494,InFocus Turbo 5,InFocus,Turbo 5,5000,5.2,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7099,120.00 ,
495,Karbonn Aura Note 2,Karbonn,Aura Note 2,2900,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6200,130.00 ,
496,Zopo Speed X,Zopo,Speed X,2680,5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,7399,150.00 ,
497,Intex Elyt e7,Intex,Elyt e7,4020,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,No,Yes,3999,110.00 ,
498,Micromax Canvas 2 (2017),Micromax,Canvas 2 (2017),3050,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4399,150.00 ,
499,Tecno i7,Tecno,i7,4000,5.5,Yes,1080,1920,8,4000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,8966,200.00 ,
500,Lava Z10,Lava,Z10,2620,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,2,Yes,Yes,8920,180.00 ,
501,Vivo Y66,Vivo,Y66,3000,5.5,Yes,720,1280,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,10999,217.00 ,
502,Zopo Flash X Plus,Zopo,Flash X Plus,3100,5.5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,No,No,6990,200.00 ,
503,Vivo Y55s,Vivo,Y55s,2730,5.2,Yes,1280,720,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,10990,160.00 ,
504,Nokia 3,Nokia,3,2630,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,6900,160.00 ,
505,Intex Aqua Supreme+,Intex,Aqua Supreme+,3000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8200,150.00 ,
506,ZTE Blade A2 Plus,ZTE,Blade A2 Plus,5000,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12499,180.00 ,
507,Panasonic Eluga Prim,Panasonic,Eluga Prim,2500,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8440,150.00 ,
508,Coolpad Mega 3,Coolpad,Mega 3,3050,5.5,Yes,720,1080,4,2000,16,8,8,Android,Yes,Yes,No,3,Yes,Yes,4590,100.00 ,
509,Coolpad Mega 2.5D,Coolpad,Mega 2.5D,2500,5.5,Yes,720,1280,4,3000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,5990,105.00 ,
510,Gionee S6 Pro,Gionee,S6 Pro,3130,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7999,300.00 ,
511,Panasonic Eluga Arc,Panasonic,Eluga Arc,1800,4.7,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4899,180.00 ,
512,Vivo V3,Vivo,V3,2550,5,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,14980,270.00 ,
513,Micromax Canvas Spark 3,Micromax,Canvas Spark 3,2500,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,3968,75.00 ,
514,InFocus Bingo 21,InFocus,Bingo 21,2300,4.5,Yes,850,480,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3740,80.00 ,
515,Honor Holly 2 Plus,Honor,Holly 2 Plus,4000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8556,145.00 ,
516,Karbonn Quattro L50 HD,Karbonn,Quattro L50 HD,2600,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999,140.00 ,
517,Lyf Earth 1,Lyf,Earth 1,3500,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,12999,300.00 ,
518,Onida i4G1,Onida,i4G1,2300,5,No,720,1280,1,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5385,125.00 ,
519,HTC One X9,HTC,One X9,3000,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,14770,370.00 ,
520,Intex Aqua Ace,Intex,Aqua Ace,2300,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,200.00 ,
521,Lava Pixel V2,Lava,Pixel V2,2500,5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,13300,180.00 ,
522,Gionee F103,Gionee,F103,2400,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,10200,155.00 ,
523,Micromax Canvas Nitro 4G,Micromax,Canvas Nitro 4G,2500,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4799,150.00 ,
524,Vivo V1Max,Vivo,V1Max,2720,5.5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13000,300.00 ,
525,Micromax Canvas Selfie 2,Micromax,Canvas Selfie 2,2000,5,No,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,6999,140.00 ,
526,Panasonic Eluga Icon,Panasonic,Eluga Icon,3500,5.5,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4500,180.00 ,
527,Karbonn Titanium Mach Five,Karbonn,Titanium Mach Five,2200,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,No,2999,130.00 ,
528,InFocus M370,InFocus,M370,2230,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7999,120.00 ,
529,Micromax Canvas Xpress 2,Micromax,Canvas Xpress 2,2500,5,Yes,720,1280,8,1000,8,13,2,Android,Yes,Yes,Yes,2,Yes,No,6199,110.00 ,
530,Lava Pixel V1,Lava,Pixel V1,2650,5.5,Yes,720,1280,4,2000,32,8,5,Android,Yes,Yes,Yes,2,Yes,No,3999,180.00 ,
531,Micromax Canvas Doodle 4,Micromax,Canvas Doodle 4,3000,6,Yes,540,960,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,9500,150.00 ,
532,Sony Xperia Z3+,Sony,Xperia Z3+,2930,5.2,Yes,1080,1920,8,3000,32,20.7,5,Android,Yes,Yes,Yes,1,Yes,Yes,34915,700.00 ,
533,LG G4 Stylus,LG,G4 Stylus,3000,5.7,Yes,720,1280,4,1000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,300.00 ,
534,Intex Cloud N,Intex,Cloud N,1400,4,Yes,480,800,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,3500,80.00 ,
535,Micromax Unite 3,Micromax,Unite 3,2000,4.7,Yes,480,800,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,3999,130.00 ,
536,Micromax Canvas Spark,Micromax,Canvas Spark,2000,4.7,Yes,540,960,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,5999,100.00 ,
537,Microsoft Lumia 540 Dual SIM,Microsoft,Lumia 540 Dual SIM,2200,5,Yes,720,1280,4,1000,8,8,5,Windows,Yes,Yes,Yes,2,Yes,No,7000,150.00 ,
538,HTC One M9+,HTC,One M9+,2840,5.2,Yes,1440,2560,8,2000,16,20,4,Android,Yes,Yes,Yes,1,Yes,Yes,11000,650.00 ,
539,Intex Aqua Speed HD,Intex,Aqua Speed HD,1700,4.7,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,2,Yes,No,7500,130.00 ,
540,Karbonn Titanium Mach Two S360,Karbonn,Titanium Mach Two S360,1900,5,Yes,720,1280,8,1000,8,8,8,Android,Yes,Yes,Yes,2,Yes,No,7800,150.00 ,
541,BlackBerry Leap,BlackBerry,Leap,2800,5,Yes,720,1280,2,2000,16,8,2,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,7200,275.00 ,
542,Asus ZenFone C (ZC451CG),Asus,ZenFone C (ZC451CG),2100,4.5,Yes,480,854,2,1000,8,5,0.3,Android,Yes,Yes,No,2,Yes,No,5499,95.00 ,
543,Lava Iris X8,Lava,Iris X8,2500,5,Yes,720,1280,8,1000,8,8,3,Android,Yes,Yes,Yes,2,Yes,No,8500,135.00 ,
544,Gionee Pioneer P6,Gionee,Pioneer P6,1950,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4150,150.00 ,
545,Karbonn Machone Titanium S310,Karbonn,Machone Titanium S310,1800,4.7,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,7000,130.00 ,
546,Micromax Canvas Hue,Micromax,Canvas Hue,3000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,5599,150.00 ,
547,BlackBerry Classic,BlackBerry,Classic,2515,3.5,Yes,720,720,2,2000,16,8,2,BlackBerry,Yes,Yes,Yes,1,Yes,No,13899,450.00 ,
548,Intex Aqua Power,Intex,Aqua Power,4000,5,Yes,480,854,8,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,4500,130.00 ,
549,Gionee Marathon M3,Gionee,Marathon M3,5000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,3490,210.00 ,
550,Honor Holly,Honor,Holly,2000,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,5999,115.00 ,
551,Gionee Elife S5.1,Gionee,Elife S5.1,2050,4.8,Yes,720,1280,8,1000,16,8,5,Android,Yes,Yes,Yes,1,Yes,No,5499,325.00 ,
552,HTC Desire 816G,HTC,Desire 816G,2600,5.5,Yes,720,1280,4,1000,8,13,5,Android,Yes,Yes,Yes,2,Yes,No,21990,250.00 ,
553,Lenovo Vibe X2,Lenovo,Vibe X2,2300,5,Yes,1080,1920,8,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,17499,399.00 ,
554,ZTE V5,ZTE,V5,2400,5,Yes,720,1280,4,1000,4,13,5,Android,Yes,Yes,Yes,2,Yes,No,3399,150.00 ,
555,Xolo Play 8X-1100,Xolo,Play 8X-1100,2100,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,5888,240.00 ,
556,LG G3 Stylus,LG,G3 Stylus,3000,5.5,Yes,540,960,4,1000,8,13,1.3,Android,Yes,Yes,Yes,2,Yes,No,10490,250.00 ,
557,iBall Andi 5K Panther,iBall,Andi 5K Panther,1900,5,Yes,540,960,8,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,3199,150.00 ,
558,HTC Desire 616 Dual SIM,HTC,Desire 616 Dual SIM,2000,5,Yes,720,1280,8,1000,4,8,2,Android,Yes,Yes,Yes,2,Yes,No,7999,250.00 ,
559,LG G3 Beat,LG,G3 Beat,2540,5,Yes,720,1280,4,1000,8,8,1.3,Android,Yes,Yes,Yes,1,Yes,Yes,5999,400.00 ,
560,Xolo Win Q900s,Xolo,Win Q900s,1800,4.7,Yes,720,1280,4,1000,8,8,2,Windows,Yes,Yes,Yes,2,Yes,No,4495,130.00 ,
561,Sony Xperia T3,Sony,Xperia T3,2500,5.3,Yes,720,1280,4,1000,8,8,1.1,Android,Yes,Yes,Yes,1,Yes,Yes,18490,300.00 ,
562,Micromax Unite 2,Micromax,Unite 2,2000,4.7,Yes,480,800,4,1000,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,8999,110.00 ,
563,Lava Iris X1,Lava,Iris X1,1800,4.5,Yes,480,854,4,1000,4,8,2,Android,Yes,Yes,Yes,2,Yes,No,3632,115.00 ,
564,BlackBerry Z3,BlackBerry,Z3,2500,5,Yes,540,960,2,1000,8,5,1.1,BlackBerry,Yes,Yes,Yes,1,Yes,No,19000,200.00 ,
565,Lava Iris Pro 20,Lava,Iris Pro 20,2000,4.7,Yes,540,960,4,1000,4,8,0.3,Android,Yes,Yes,Yes,2,Yes,No,5040,175.00 ,
566,LG L90 Dual,LG,L90 Dual,2540,4.7,Yes,540,960,4,1000,8,8,0.3,Android,Yes,Yes,Yes,2,Yes,No,3299,300.00 ,
567,Karbonn Titanium Octane Plus,Karbonn,Titanium Octane Plus,2000,5,Yes,1080,1920,8,2000,16,16,8,Android,Yes,Yes,Yes,2,Yes,No,12494,230.00 ,
568,Lenovo S860,Lenovo,S860,4000,5.3,Yes,720,1280,4,2000,16,8,1.5,Android,Yes,Yes,Yes,2,Yes,No,18748,350.00 ,
569,Micromax Canvas Turbo Mini,Micromax,Canvas Turbo Mini,1800,4.69,Yes,720,1280,4,1000,4,8,5,Android,Yes,Yes,Yes,2,Yes,No,6495,220.00 ,
570,Intex Aqua Octa,Intex,Aqua Octa,2300,6,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,16818,320.00 ,
571,Xolo Q3000,Xolo,Q3000,4000,5.7,Yes,1080,1920,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,18138,300.00 ,
572,Gionee Pioneer P3,Gionee,Pioneer P3,1700,4.3,Yes,480,800,4,512,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,7494,110.00 ,
573,Nokia Lumia 525,Nokia,Lumia 525,1430,4,Yes,480,800,2,1000,8,5,0,Windows,Yes,Yes,Yes,1,Yes,No,7500,200.00 ,
574,Xolo Q2000,Xolo,Q2000,2600,5.5,Yes,720,1280,4,1000,8,13,2,Android,Yes,Yes,Yes,2,Yes,No,14534,250.00 ,
575,Micromax Canvas Turbo,Micromax,Canvas Turbo,2000,5,Yes,1080,1920,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,17490,300.00 ,
576,Nokia Lumia 1320,Nokia,Lumia 1320,3400,6,Yes,720,1280,2,1000,8,5,0.3,Windows,Yes,Yes,Yes,1,Yes,Yes,9960,339.00 ,
577,LG G Pro Lite,LG,G Pro Lite,3140,5.5,Yes,540,960,2,1000,8,8,1.3,Android,Yes,Yes,Yes,2,Yes,No,5899,400.00 ,
578,BlackBerry Z30,BlackBerry,Z30,2880,5,Yes,720,1280,2,2000,16,8,2,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,8300,499.00 ,
579,HTC Desire 500,HTC,Desire 500,1800,4.3,Yes,480,800,4,1000,4,8,1.6,Android,Yes,Yes,Yes,2,Yes,No,19000,300.00 ,
580,Nokia Lumia 625,Nokia,Lumia 625,2000,4.7,Yes,480,800,2,512,8,5,0.3,Windows,Yes,Yes,Yes,1,Yes,Yes,4999,290.00 ,
581,Xolo Play T1000,Xolo,Play T1000,2000,4.7,Yes,720,1280,4,1000,4,8,2,Android,Yes,Yes,Yes,1,Yes,No,14153,260.00 ,
582,Gionee Elife E3,Gionee,Elife E3,1800,4.7,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,6499,180.00 ,
583,Samsung Galaxy S4 Zoom,Samsung,Galaxy S4 Zoom,2330,4.3,Yes,560,960,2,1000,8,16,1.9,Android,Yes,Yes,Yes,1,Yes,Yes,15990,450.00 ,
584,HTC Desire 600,HTC,Desire 600,1860,4.5,Yes,540,960,4,1000,8,8,1.6,Android,Yes,Yes,Yes,2,Yes,No,22500,400.00 ,
585,Samsung Galaxy Pocket,Samsung,Galaxy Pocket,1200,2.8,Yes,240,320,1,289,3,2,0,Android,Yes,Yes,Yes,1,Yes,No,3190,135.00 ,
586,Samsung Galaxy Grand Duos,Samsung,Galaxy Grand Duos,2100,5,Yes,480,800,2,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,8999,370.00 ,
587,Nokia Asha 501,Nokia,Asha 501,1200,3,Yes,240,320,1,64,0.128,3.2,0,Cyanogen,Yes,Yes,No,2,No,No,4999,100.00 ,
588,Nokia Lumia 610,Nokia,Lumia 610,1300,3.7,Yes,480,800,1,256,8,5,0,Windows,Yes,Yes,Yes,1,Yes,No,4990,250.00 ,
589,Nokia Lumia 520,Nokia,Lumia 520,1430,4,Yes,480,800,2,512,8,5,0,Windows,Yes,Yes,Yes,1,Yes,No,3850,130.00 ,
590,LG Optimus L3 II Dual,LG,Optimus L3 II Dual,1540,3.2,Yes,240,320,1,512,4,3,0,Android,Yes,Yes,Yes,2,Yes,No,1999,120.00 ,
591,BlackBerry Curve 9220,BlackBerry,Curve 9220,1450,2.44,No,240,320,1,512,0.512,2,0,BlackBerry,Yes,Yes,No,1,No,No,6999,160.00 ,
592,Coolpad Cool 5,Coolpad,Cool 5,4000,6.22,Yes,720,1520,8,4000,64,13,16,Android,Yes,Yes,Yes,1,No,No,6999,110.00 ,
593,Innelo 1,iVoomi,Innelo 1,3000,5.86,Yes,720,1520,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499,105.00 ,
594,Mobiistar XQ Dual,Mobiistar,XQ Dual,3000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,5199,120.00 ,
595,Comio X1 Note,Comio,X1 Note,2900,6,Yes,1080,2160,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6300,130.00 ,
596,Intex Aqua Lions N1,Intex,Aqua Lions N1,1400,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2590,80.00 ,
597,Karbonn A40 Indian,Karbonn,A40 Indian,1400,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,No,2,Yes,Yes,3250,60.00 ,
598,Videocon Metal Pro 2,Videocon,Metal Pro 2,2000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999,85.00 ,
599,iVoomi Me 1+,iVoomi,Me 1+,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,95.00 ,
600,iVoomi Me 1,iVoomi,Me 1,3000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,90.00 ,
601,Asus ZenFone Live,Asus,ZenFone Live,2650,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4599,191.00 ,
602,Intex Aqua Crystal,Intex,Aqua Crystal,2100,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6000,105.00 ,
603,Alcatel Pixi 4 (5),Alcatel,Pixi 4 (5),2000,5,Yes,480,854,1,1000,8,8,5,Android,Yes,No,Yes,2,Yes,Yes,2999,80.00 ,
604,Reach Allure,Reach,Allure,2600,5.5,Yes,540,960,4,1000,8,10,5,Android,Yes,Yes,Yes,2,Yes,No,2699,67.00 ,
605,Karbonn Quattro L52,Karbonn,Quattro L52,2250,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8649,132.00 ,
606,InFocus Bingo 10,InFocus,Bingo 10,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,3199,65.00 ,
607,HTC Desire 626 Dual SIM,HTC,Desire 626 Dual SIM,2000,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5499,225.00 ,
608,Intex Aqua Trend,Intex,Aqua Trend,3000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4444,141.00 ,
609,HTC Desire 310,HTC,Desire 310,2000,4.5,Yes,480,854,4,512,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2699,170.00 ,
610,Xolo Q1000 Opus,Xolo,Q1000 Opus,2000,5,Yes,480,854,4,1000,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,9499,150.00 ,
611,BlackBerry 9720,BlackBerry,9720,1450,2.8,Yes,360,480,1,512,0.512,5,0,BlackBerry,Yes,Yes,Yes,1,Yes,No,7500,235.00 ,
612,Zen Cinemax 3,Zen,Cinemax 3,2900,5.5,Yes,480,854,4,2000,16,5,3.2,Android,Yes,Yes,Yes,2,Yes,No,3299,83.00 ,
613,Samsung Galaxy S20+,Samsung,Galaxy S20+,4500,6.7,Yes,1440,3200,8,8000,128,12,10,Android,Yes,Yes,Yes,2,Yes,Yes,73999,1200.00 ,
614,Samsung Galaxy S20 Ultra,Samsung,Galaxy S20 Ultra,5000,6.9,Yes,1440,3200,8,12000,128,108,40,Android,Yes,Yes,Yes,2,Yes,Yes,92999,1400.00 ,
615,Redmi 8A Dual,Xiaomi,Redmi 8A Dual,5000,6.22,Yes,720,1520,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499,90.00 ,
616,Lava Z53,Lava,Z53,4120,6.1,Yes,600,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4829,68.00 ,
617,Samsung Galaxy Z Flip,Samsung,Galaxy Z Flip,3300,6.7,Yes,1080,2636,8,8000,256,12,10,Android,Yes,Yes,Yes,1,No,No,174990,1380.00 ,
618,Samsung Galaxy S20,Samsung,Galaxy S20,4000,6.2,Yes,1440,3200,8,8000,128,12,10,Android,Yes,Yes,Yes,2,Yes,Yes,66999,1000.00 ,
619,Lava Z71,Lava,Z71,3200,5.7,Yes,720,1520,8,2000,32,13,5,Android,Yes,Yes,Yes,2,No,No,6299,88.00 ,
620,Nokia 2.3,Nokia,2.3,4000,6.2,Yes,720,1520,4,2000,32,13,5,Android,Yes,Yes,No,2,Yes,Yes,7149,120.00 ,
621,Tecno Spark Power,Tecno,Spark Power,6000,6.35,Yes,720,1548,8,4000,64,13,13,Android,Yes,Yes,No,2,Yes,Yes,8499,120.00 ,
622,Vivo Y19,Vivo,Y19,5000,6.53,Yes,1080,2340,8,4000,128,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,13990,195.00 ,
623,Lava Z41,Lava,Z41,2500,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,No,No,3899,55.00 ,
624,Tecno Camon 12 Air,Tecno,Camon 12 Air,4000,6.55,Yes,720,1600,8,4000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,9960,140.00 ,
625,Micromax iOne Note,Micromax,iOne Note,3950,6.09,Yes,720,1560,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6694,115.00 ,
626,Google Pixel 4 XL,Google,Pixel 4 XL,3700,6.3,Yes,1440,3040,8,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,83900,899.00 ,
627,Google Pixel 4,Google,Pixel 4,2800,5.7,Yes,1080,2280,8,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,69500,799.00 ,
628,Lenovo K10 Plus,Lenovo,K10 Plus,4050,6.22,Yes,720,1520,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,10999,155.00 ,
